Доллар;Евро;Юань;Фунт;Бел. рубль;Йена100;Франк;Злотый;Лира;Дирхам;;
93.2174;98.3504;12.7122;112.9888;29.1323;62.0704;103.6440;22.0060;3.3141;25.3798
